col0,col1,col2,col3
Mälareprovinsernas Enskilda Bank,Sweden,Skeppsbron 8,1847-01-01
Syndicate Bank,India,Manipal,1925-01-01
TCF Bank,United States of America,Wayzata,1923-04-02
Capital Bank,Haiti,Pétion-Ville,1986-01-01
Banner Bank,United States of America,Walla Walla,1890-01-01
Šiauliai Bank,Lithuania,Šiauliai,1992-02-04
Birmingham Midshires,United Kingdom,Wolverhampton,1986-01-01
Bank of Dalian,People's Republic of China,Dalian,1998-03-28
Herring Bank,United States of America,Amarillo,1899-01-01
Woori Bank,South Korea,Jung District,1899-01-01
Tampereen Osake-Pankki,Finland,Tampere,1898-01-01
Banco Carregosa,Portugal,Porto,1833-01-01
People's Bank,Sri Lanka,Colombo,1961-01-01
Sogebank,Haiti,Port-au-Prince,1985-11-08
Postal Savings Bank of China,People's Republic of China,Xicheng District,2007-01-01
