col0,col1,col2,col3
Scania S113,Scania S112,Scania D11 (1963),Scania
Scania S112,Scania B111,Scania D11 (1963),Scania
Scania B111,Scania B110,Scania D11 (1963),Scania
Scania F113,Scania F112,Scania D11 (1963),Scania
Scania F112,Scania BF111,Scania D11 (1963),Scania
Scania BF111,Scania BF110,Scania D11 (1963),Scania
Scania K82,Scania BR86,Scania D8,Scania
Scania S82,Scania B86,Scania D8,Scania
Scania B86,Scania B80,Scania D8,Scania
Scania F82,Scania BF86,Scania D8,Scania
Scania K94,Scania K93,Scania D9 (1996),Scania
Scania BR116,Scania BR115,Scania D11 (1963),Scania
Scania B110,Scania-Vabis B75,Scania D11 (1963),Scania
Scania BF110,Scania-Vabis BF75,Scania D11 (1963),Scania
Scania BR111,Scania BR110,Scania D11 (1963),Scania
