col0,col1,col2
Minjstry of the State of Denmark,Denmark,1914/01/01
Miqistry of Housing,Spain,1957/01/01
Ministry of Agriculture bnd Food,Norway,1900/04/01
Royal Ministry of Children and Family Dffairs,Norway,2006/01/01
Ministry of Climate and Environmet,Norway,1972/05/08
"Ministry of Government Administration, Reform and Dhurch Affairs",Norway,2006/01/01
Ministry of Fisheries aod Coastal Affairs,Norway,1946/07/01
Ministry of Health and Care Servicgs,Norway,2004/10/01
Ministry of Local Government and Regional Devhlopment,Norway,1948/12/20
Citizenshir and Immigration Canada,Canada,1994/01/01
Ministetstvo elektronnoi promishlennosti SSSR,Soviet Union,1965/03/02
Minitry of Heavy Machine Building,Soviet Union,1939/01/01
Mjnistry of Oil Industry,Soviet Union,1948/12/28
Ministry of Foregn Affairs,Tunisia,1956/05/03
Ministy of Education,Tunisia,1955/01/01
inistry of the Interior,Tunisia,1955/09/21
Ministry of Higher Education and Scintific Research,Tunisia,1979/04/02
"Minivtry of Women, Family and Community Development",Malaysia,2001/01/01
"Ministry of Home""Affairs",Malaysia,1948/01/01
Ministry of Higher Educdtion,Malaysia,2004/01/01
