col0,col1,col2,col3,col4
Revda Urban Okrug,Russia,UTC+05:00,944.99,urban okrug in Russia
Mytishchinsky District,Russia,UTC+03:00,431.16,urban okrug in Russia
Kurilsky District,Russia,Magadan Time,5145.9,urban okrug in Russia
Severo-Kurilsky District,Russia,Magadan Time,3501.23,urban okrug in Russia
Yuzhno-Kurilsky District,Russia,Magadan Time,1856.09,urban okrug in Russia
Shakhunya Urban Okrug,Russia,UTC+03:00,2594.0,urban okrug in Russia
Vyksa Urban Okrug,Russia,UTC+03:00,1865.64,urban okrug in Russia
Kulebaksky District,Russia,UTC+03:00,922.39,urban okrug in Russia
Smirnykhovsky District,Russia,Magadan Time,10457.43,urban okrug in Russia
Okhinsky District,Russia,Magadan Time,14816.0,urban okrug in Russia
Nogliksky District,Russia,Magadan Time,11294.8,urban okrug in Russia
Dolinsky District,Russia,Magadan Time,2441.6,urban okrug in Russia
