col0,col1,col2,col3
Telenet-Fidea,2000-01-01,Belgium,Sven Nys
Los Cascos Esco-Agroplan,2012-01-01,Argentina,Juan Martin Ferrari
Sindicato de Empleados Publicos de San Juan,2013-01-01,Argentina,José Alberto Díaz
DC Bank-Probaclac,2012-01-01,Canada,Mark Ernsting
Satalyst Verve Racing,2008-01-01,Australia,Wayne Evans
Monkey Town Continental,2008-01-01,Netherlands,Paul Tabak
0711/Cycling,2013-01-01,Germany,Julian Rammler
Cibel-Cebon,2006-01-01,Belgium,Gaspard Van Petegem
Nasu Blasen,2012-01-01,Japan,Yasunori Usui
Silber,2011-01-01,Canada,Scott McFarlane
Lupus Racing,2013-01-01,United States of America,Brenden Sullivan
Minsk CC,2014-01-01,Belarus,Alexei Ivanov
BHS-Almeborg Bornholm,2010-01-01,Denmark,Frank Andreasen
EFC-L&R-Vulsteke,2010-01-01,Belgium,Kurt Debouck
Search2retain-Health.com.au,2011-01-01,Australia,Mark Isaacs
