col0,col1,col2,col3
Lorraine-Dietrich,Lunéville,joint-stock company,1934-01-01
Selve,Altena,joint-stock company,1934-01-01
Holland Car,Addis Ababa,joint-stock company,2013-01-01
Maurer-Union,Nuremberg,Gesellschaft mit beschränkter Haftung,1910-01-01
S.A. San Giusto,Trieste,S.p.A.,1926-01-01
Egyptian Light Transport Manufacturing Company,Cairo,privately held company,1972-01-01
Automobiles Barré,Niort,société anonyme,1930-01-01
Automobiles Grégoire,Poissy,société anonyme,1924-01-01
Automobiles Marathon,Paris,société anonyme,1955-01-01
Autofioretti,Rome,società a responsabilità limitata,1981-01-01
Foster Engineering Company,Letchworth Garden City,private company limited by shares,1922-01-01
Auto Lux,Milan,S.p.A.,1950-01-01
ALP,Brussels metropolitan area,NV/SA,1923-01-01
Automobiles L. Rosengart,Neuilly-sur-Seine,joint-stock company,1955-01-01
Imperia,Liège,joint-stock company,1958-01-01
ASA,Milan,joint-stock company,1967-01-01
Donnet,Nanterre,société anonyme,1936-01-01
Soriano-Pedroso,Biarritz,société anonyme,1924-01-01
Diabolo vehicles,Stuttgart,Gesellschaft mit beschränkter Haftung,1927-01-01
Peel Engineering Company,Peel,private company limited by shares,1974-01-01
