col0,col1,col2
Avio Linee Italiane,S.A.,Turin
Dopravní podnik města Brna,akciová společnost,Brno
AMAT,joint-stock company,Palermo
Navigazione Generale Italiana,joint-stock company,Rome
Gotthardbahn,joint-stock company,Lucerne
Metrorex,joint-stock company,Bucharest
Central Pacific Railroad,joint-stock company,Sacramento
Empresa Municipal de Transportes de Madrid,S.A.,Madrid
Edelaraudtee,public limited company,Tallinn
Havelbus,state-owned enterprise,Nauen
Plzeňské městské dopravní podniky,akciová společnost,Plzeň
Oberhavel Verkehrsgesellschaft,state-owned enterprise,Oranienburg
