col0,col1,col2
33rd Guards Rifle Division,Soviet Union,1947-03-01
83rd Rifle Division,Soviet Union,1946-01-01
24th Rifle Division,Soviet Union,1941-01-01
302nd Rifle Division,Soviet Union,1945-05-28
81st Guards Rifle Division,Soviet Union,2009-06-01
334th Rifle Division,Soviet Union,1946-07-31
332nd Rifle Division,Soviet Union,1946-01-01
22nd Guards Rifle Division,Soviet Union,1946-01-01
216th Motor Rifle Division,Soviet Union,1946-01-01
415th Rifle Division,Soviet Union,1945-05-29
331st Rifle Division,Soviet Union,1945-07-15
300th Rifle Division,Soviet Union,1943-04-16
287th Rifle Division,Soviet Union,1945-05-11
36th Motor Rifle Division,Soviet Union,1956-01-01
353rd Rifle Division,Soviet Union,1946-06-30
369th Rifle Division (Soviet Union),Soviet Union,1945-05-09
368th Rifle Division (Soviet Union),Soviet Union,1947-01-01
367th Rifle Division (Soviet Union),Soviet Union,1945-05-09
358th Rifle Division,Soviet Union,1946-07-31
35th Rifle Division,Soviet Union,1945-09-03
