col0,col1,col2
German Navy,1955-01-01,Operation Sharp Guard
Army of the Guardians of the Islamic Revolution,1979-05-05,Iran–Iraq War
Continental Army,1775-06-15,American Revolutionary War
Soviet Air Defence Forces,1948-01-01,Korean War
Air National Guard,1947-01-01,Korean War
United States Air Force,1947-01-01,Korean War
Marina Nazionale Repubblicana,1943-01-01,World War II
French Foreign Legion,1831-03-10,World War II
Waffen-SS,1933-03-17,World War II
Schutzstaffel,1925-04-04,World War II
United States Marine Corps,1775-11-10,World War I
Royal Saudi Navy,1789-01-01,Saudi–Mamluk War
Saudi Arabian Army,1745-01-01,list of wars involving Saudi Arabia
Ukrainian People's Army,1917-01-01,Battle of Kruty
Spanish Air Force,1939-01-01,Kosovo War
12th Division,1939-10-09,Winter War
14th Division,1941-06-18,Continuation War
Royal Saudi Air Defense,1955-01-01,Gulf War
