col0,col1,col2,col3,col4
Beardmore Precision Motorcycles,Birmingham,automotive industry,1930-01-01,1914-01-01
New Imperial Motors,Birmingham,automotive industry,1939-01-01,1887-01-01
Austral,Paris,automotive industry,1932-01-01,1901-01-01
Malanca,Bologna,automotive engineering,1986-01-01,1956-01-01
George A. Barnes,Deptford,automobile manufacturer,1906-01-01,1904-01-01
Seal vehicles,Manchester,automobile manufacturer,1936-01-01,1906-01-01
Bradbury Motor Cycles,Oldham,automotive industry,1924-01-01,1902-01-01
Armstrong-CCM Motorcycles,Bolton,automotive industry,1987-01-01,1980-01-01
Wooler,Alperton,automotive industry,1956-01-01,1911-01-01
Bat Motor Manufacturing Co.,Penge,automotive industry,1924-01-01,1902-01-01
HRD Motorcycles,Birmingham,automotive industry,1928-01-01,1924-01-01
