col0,col1,col2
Restaurante y Café Francés,1872-12-01,El Salvador
Vohuman Cafe,1978-01-01,India
Pellegrini's Espresso Bar,1954-01-01,Australia
Double B,2012-12-01,Russia
Fran's Cafe,1972-01-01,Brazil
Former Picture House Cinema,1912-01-01,United Kingdom
Livresse,2008-01-01,Switzerland
Demens Café,2012-06-12,Denmark
Zætteberg Kaffe & Vin,2018-08-14,Denmark
Bevar's,2012-06-21,Denmark
Frøken Friis,2015-04-24,Denmark
GONZO,2016-01-13,Denmark
Specs' Twelve Adler Museum Cafe,1968-01-01,United States of America
Mint Julep Bar,1966-07-01,United States of America
"Fiddler, Fifer & Practical Cafe",2012-06-01,United States of America
Jolly Holiday Bakery Cafe,2012-01-07,United States of America
Market House,2013-01-01,United States of America
Sista's Place,1995-01-01,United States of America
ARIA Patisserie,2008-01-01,United States of America
Café Vettro,2009-12-16,United States of America
