col0,col1,col2
Mount Isa Airport,341,45.9
Mildura Airport,50,46.9
Karratha Airport,9,48.2
Kalgoorlie-Boulder Airport,366,46.5
Esperance Airport,136,46.4
Charleville Airport,305,46.4
Cloncurry Airport,191,46.9
Bendigo Airport,209,45.9
Port Hedland International Airport,10,49.8
Melbourne Airport,132,46.8
Meekatharra Airport,522,47.1
Birdsville Airport,49,49.0
Perth Airport,67,46.7
Latrobe Valley Airport,52,46.3
Horsham Airport,137,47.4
Hopetoun Airport,79,48.8
Bairnsdale Airport,52,46.2
Ayers Rock Airport,495,46.8
Shellharbour Airport,10,45.8
Walgett Airport,132,49.1
