col0,col1,col2
Éditions du Septentrion,1988-10-01,Denis Vaugeois
Hurtubise,1960-01-01,Claude Hurtubise
Éditions Verticales,1997-01-01,Bernard Wallet
Editions du Masque,1925-01-01,Albert Pigasse
Black Lizard,1984-01-01,Barry Gifford
Ignatius Press,1978-01-01,Joseph Fessio
Henry Holt and Company,1866-01-01,Henry Holt
University Press of Kentucky,1969-01-01,Thomas D. Clark
Timely Comics,1939-01-01,Martin Goodman
Bompiani,1929-01-01,Valentino Bompiani
Deseret Book,1866-01-01,George Q. Cannon
Amsterdam University Press,1992-01-01,University of Amsterdam
Harrassowitz Verlag,1872-07-01,Otto Harrassowitz
John Murray,1768-01-01,John Murray
Callwey,1884-01-01,Georg Dietrich Wilhelm Callwey
Kadokawa Shoten,1945-11-10,Gen'yoshi Kadokawa
CrossGen,1998-01-01,Mark Alessi
Edizioni di Storia e Letteratura,1941-01-01,Giuseppe De Luca
Claassen-Verlag,1934-01-01,Henry Goverts
Dargaud,1936-01-01,Georges Dargaud
