col0,col1,col2
Narrenverein Grießen 1972,Klettgau,Grießen
Narrenverein Waldlütle Eberfingen,Stühlingen,Eberfingen
Narrenzunft Nordstetten 1993,Horb am Neckar,Nordstetten
Fasnachtsverein Erzinger Rebfüdle,Klettgau,Erzingen
Holderhäfa-Zunft Lembach,Wutach,Lembach
Narrenzunft Karsau,Rheinfelden (Baden),Karsau
Narrenzunft Hü-Ri,Ühlingen-Birkendorf,Riedern am Wald
Biberzunft Andelfingen,Langenenslingen,Andelfingen
Narrenverein Bad Imnau 1962,Haigerloch,Bad Imnau
Narrenzunft Zigeuner Untertalheim,Horb am Neckar,Talheim
