col0,col1,col2,col3,col4
ZONER software,74,25108000,13282000,189810000
Bonton Group,28,44299000,1044000,58464000
SK Slavia Prague,108,53957000,-366376000,605796000
Devro,1054,2624844000,666355000,3361195000
KAMAX,538,2191260000,538480000,2498743000
Velká pecka,599,-10855000,108000,264554000
Barrandov televizní studio,80,-107615000,7045000,1087811000
Správa pohledávek OKD,7753,-4308789000,3385460000,7325564000
Amper Market,28,-94291000,-135296000,1499358000
Walmark,549,-537000,-2053000,75742000
VEMEX,19,-880936000,-258156000,330314000
Khimprom,182,-14834200000,-2935630000,2446590000
Motovilikha Plants,7000,-4872882000,-3268968000,18946145000
Mechel,70000,-244133000000,12570000000,319127000000
Philip Morris International,80600,-10230000000,6341000000,42968000000
