col0,col1,col2,col3,col4
XXIX Army Corps (Wehrmacht),1940-05-20,1945-05-08,Nazi Germany,World War II
LVI Panzer Corps,1941-02-15,1945-05-02,Nazi Germany,World War II
XII Army Corps,1936-10-01,1944-07-07,Nazi Germany,World War II
XXXXII Army Corps (Wehrmacht),1940-01-29,1945-02-23,Nazi Germany,World War II
L Army Corps,1940-01-01,1945-01-01,Nazi Germany,World War II
XV Army Corps,1938-10-10,1940-11-16,Nazi Germany,World War II
43rd Army Corps,1940-04-15,1945-05-08,Nazi Germany,World War II
X Army Corps,1935-10-15,1945-05-08,Nazi Germany,World War II
XX Army Corps,1940-10-17,1945-05-01,Nazi Germany,World War II
XXVIII Army Corps,1940-05-20,1945-04-01,Nazi Germany,World War II
IX Army Corps,1934-10-01,1945-05-08,Nazi Germany,World War II
Mountain Corps Norway,1940-01-01,1944-11-25,Nazi Germany,World War II
2nd Parachute Corps,1943-11-05,1945-05-08,Nazi Germany,World War II
Russian Corps,1941-01-01,1945-01-01,Nazi Germany,World War II
XII SS Corps,1944-01-01,1945-01-01,Nazi Germany,World War II
1st Croatian Guards Corps,1994-01-01,2000-01-01,Croatia,Operation Storm
VI Corps,1941-01-01,1944-01-01,Finland,Continuation War
Bregalnica-Strumica Corps,1944-10-04,1944-12-06,Kingdom of Yugoslavia,World War II
29th Mechanized Corps,1941-01-01,1941-05-07,Soviet Union,World War II
25th Corps,1917-01-01,1918-01-01,Austria-Hungary,World War I
