col0,col1,col2,col3
London Borough of Barking and Dagenham,cabinet of Barking and Dagenham borough council,leader of Barking and Dagenham borough council,1965-04-01
London Borough of Islington,executive of Islington borough council,leader of Islington borough council,1965-04-01
London Borough of Harrow,cabinet of Harrow borough council,leader of Harrow borough council,1965-04-01
London Borough of Sutton,executive of Sutton borough council,leader of Sutton borough council,1965-04-01
London Borough of Bexley,cabinet of Bexley borough council,leader of Bexley borough council,1965-04-01
Royal Borough of Kensington and Chelsea,leadership team of Kensington and Chelsea borough council,leader of Kensington and Chelsea borough council,1965-04-01
City of Westminster,cabinet of City of Westminster borough council,leader of City of Westminster borough council,1965-04-01
London Borough of Richmond upon Thames,cabinet of Richmond borough council,leader of Richmond borough council,1965-04-01
London Borough of Merton,cabinet of Merton borough council,leader of Merton borough council,1965-04-01
London Borough of Hammersmith and Fulham,cabinet of Hammersmith and Fulham borough council,leader of Hammersmith and Fulham borough council,1965-04-01
London Borough of Barnet,cabinet of Barnet borough council,leader of Barnet borough council,1965-04-01
