col0,col1,col2
"National Herbarium, South African National Biodiversity Institute",South Africa,South African National Biodiversity Institute
KwaZulu-Natal Herbarium,South Africa,South African National Biodiversity Institute
Compton Herbarium,South Africa,South African National Biodiversity Institute
NT Herbarium Alice Springs,Australia,Department of Land Resource Management
"Herbarium, Fundación Miguel Lillo",Argentina,Fundación Miguel Lillo
"Garrett Herbarium, Utah Museum of Natural History",United States of America,Natural History Museum of Utah
"Herbarium Museum, Sapienza University of Rome",Italy,Sapienza Museum Network
"Herbarium, Systematic Botany Discipline, Botany Division, Forest Research Institute, Indian Council of Forestry Research and Education, Dehra Dun, Uttar Pradesh, India",India,Forest Research Institute
Central National Herbarium,India,Botanical Survey of India
"Herbarium, Botany Unit, Finnish Museum of Natural History",Finland,Finnish Museum of Natural History
National herbarium of Bolivia,Bolivia,Higher University of San Andrés
Herbarium of the Chilean National Museum of Natural History,Chile,Chilean National Museum of Natural History
"Herbarium, Collections, Botanic Garden Meise",Belgium,Meise Botanic Garden
"Herbarium, Botany Department, Academy of Natural Sciences, Philadelphia",United States of America,Academy of Natural Sciences of Drexel University
BRIT Philecology Herbarium,United States of America,Botanical Research Institute of Texas
"Herbário, Universidade Federal de Pernambuco",Brazil,Federal University of Pernambuco
"Herbarium, Goulandris Natural History Museum",Greece,Goulandris Natural History Museum
"Herbario Nacional, Museo Nacional de Costa Rica, San José, Costa Rica",Costa Rica,National Museum of Costa Rica
"Herbarium, Missouri Botanical Garden",United States of America,Missouri Botanical Garden
"Herbarium, Royal Botanic Garden Edinburgh",United Kingdom,Royal Botanic Garden Edinburgh
Herbarium of Hacettepe University,Turkey,Hacettepe University
"Herbarium, State Museum of Natural HIstory, Karlsruhe",Germany,"State Museum of Natural History, Karlsruhe"
"Herbarium, Botany Unit, Royal British Columbia Museum",Canada,Royal British Columbia Museum
"Herbarium, Swedish Museum of Natural History",Sweden,Swedish Museum of Natural History
"Herbario, Centro de Investigación Tecnología e Innovación, University of Seville",Spain,University of Seville
"Herbarium, Field Museum of Natural History",United States of America,Field Museum of Natural History
Herbarium Universitatis Florentinae,Italy,Museo di Storia Naturale di Firenze
Natural History Museum of Denmark Herbarium,Denmark,Natural History Museum of Denmark
"Herbarium Mediterraneum Panormitanum, Orto Botanico dell'Università degli Studi di Palermo",Italy,Orto botanico di Palermo
"Herbarium, Linnean Society of London",United Kingdom,Linnean Society of London
Wisconsin State Herbarium,United States of America,University of Wisconsin–Madison
"Herbarium, Tropical Herbarium Studies Centre, University of Florence, Italy",Italy,University of Florence
Hungarian Natural History Museum herbarium,Hungary,Hungarian Natural History Museum
"Herbarium, Plant Biology Department, University of Georgia",United States of America,University of Georgia
"Herbarium, Biology Department, The Pennsylvania State University",United States of America,Pennsylvania State University
Herbarium of the Universität Hohenheim,Germany,University of Hohenheim
"Herbarium, Department of Botany, Naturhistorisches Museum Wien",Austria,Museum of Natural History
National Herbarium Netherland,Netherlands,Naturalis Biodiversity Center
Herbarium of the Regensburgische Botanische Gesellschaft,Germany,Regensburg Botanical Society
"Herbarium, Botany Department, University of Coimbra",Portugal,University of Coimbra
"Herbarium, Botany Department, Museum of Natural History, Wroclaw University",Poland,University of Wrocław
"Herbarium, School of Botany, Trinity College Dublin",Ireland,Trinity College Dublin
"Herbarium, Botanical Museum, Biological museum, Lund University",Sweden,Lund University
"Herbarium, Institut für Systematische Botanik, Universität Zürich",Switzerland,University of Zurich
"Herbarium, Department of Botany, National Museum in Prague",Czech Republic,National Museum
Greene/Nieuwland Herbarium,United States of America,University of Notre Dame
