col0,col1,col2
I Capuleti e i Montecchi,"Orchestra of the Teatro alla Scala, Milan",1830-12-26
Adelaide di Francia,"Orchestra of the Teatro alla Scala, Milan",1829-12-26
Rosemonda,"Orchestra of the Teatro alla Scala, Milan",1828-12-26
Il paria,"Orchestra of the Teatro alla Scala, Milan",1827-12-26
Alessandro nell’Indie,"Orchestra of the Teatro alla Scala, Milan",1826-12-26
Gonzalvo,"Orchestra of the Teatro alla Scala, Milan",1825-12-26
La Vestale,"Orchestra of the Teatro alla Scala, Milan",1824-12-26
Ricciardo e Zoraide,"Orchestra of the Teatro alla Scala, Milan",1823-12-26
Amleto,"Orchestra of the Teatro alla Scala, Milan",1822-12-26
Andromaca,"Orchestra of the Teatro alla Scala, Milan",1821-12-26
Fedra,"Orchestra of the Teatro alla Scala, Milan",1820-12-26
Bianca e Falliero,"Orchestra of the Teatro alla Scala, Milan",1819-12-26
La traviata,"Orchestra of the Teatro alla Scala, Milan",1859-12-26
Semiramide,"Orchestra of the Teatro alla Scala, Milan",1858-12-26
Giovanna de Guzman,"Orchestra of the Teatro alla Scala, Milan",1857-12-26
Sordello,"Orchestra of the Teatro alla Scala, Milan",1856-12-26
Leila di Granata,"Orchestra of the Teatro alla Scala, Milan",1855-12-26
Marco Visconti,"Orchestra of the Teatro alla Scala, Milan",1854-12-26
Il convito di Baldassarre,"Orchestra of the Teatro alla Scala, Milan",1853-12-26
"Luigi V, re di Francia","Orchestra of the Teatro alla Scala, Milan",1852-12-26
