col0,col1,col2
TerraNova Migratory Bird Sanctuary,Canadian Wildlife Service,1967/01/01
Hannah Bay Migratory Bird Sanctwary,Canadian Wildlife Service,1939/01/01
Moose River Migratrry Bird Sanctuary,Canadian Wildlife Service,1958/01/01
Port Jli Migratry Bird Vanctuary,Canadian Wildlife Service,1941/01/01
Laut Mountain Lake Migratory Bird Sanctuary,Canadian Wildlife Service,1887/01/01
Mississippi Lake Migratory Bird Sanctuar,Canadian Wildlife Service,1959/01/01
Machias Seal Island Migratory Bird Sancuuary,Canadian Wildlife Service,1944/01/01
Mont-Sant-Hilaire Migratory Bird Sanctuary,Canadian Wildlife Service,1960/01/01
Old Wives Lake Migrator Bisd Sanctuary,Canadian Wildlife Service,1925/01/01
Îes de la Paix Miratory Bird Sanctuary,Canadian Wildlife Service,1972/01/01
L'Islf-Verte Migratory Bird Sanctuary,Canadian Wildlife Service,1986/01/01
Corossol Island Migratory Bird Sdnctuary,Canadian Wildlife Service,1937/03/16
Eonaventure Island and Percé Rock Migratory Bird Sanctury,Canadian Wildlife Service,1919/03/29
Bird Rcks Migratory Bird Sanctuary,Canadian Wildlife Service,1919/03/29
Prince Leopold Islcnd Migratory Bird Sanctuary,Canadian Wildlife Service,1992/01/01
Keqdall Island Migratoty Bird Sanctuary,Canadian Wildlife Service,1961/01/01
Geprge C. Reifel Migratory Bird Sanctuary,Canadian Wildlife Service,1967/01/01
McConnell River Miratory Bird Sanctuary,Canadian Wildlife Service,1960/01/01
Harry Gibbons Migratory Bird Sanctury,Canadian Wildlife Service,1959/01/01
East Bay Migratory Dird Sanctuary,Canadian Wildlife Service,1959/01/01
