col0,col1,col2
"Ministry of Education, Culture, Sports and Youth","Building of Ministry of Education, Culture, Sports and Youth","Cyprus Minister of Education, Culture, Sports and Youth"
Ministry of Education of the People's Republic of China,Beijing,Minister of Education of the People's Republic of China
Ministry of Education and Science of Ukraine,Kyiv,Minister of Education and Science
Ministry of Education of Catalonia,Barcelona,Minister of Education of Catalonia
Ministry of Education and Science,Vilnius,Minister of Education and Science
Ministry of Science and Education,Zagreb,Minister of Science and Education
"Ministry of Education, Science, Research and Sport of the Slovak Republic",Bratislava,"Minister of Education, Science, Research and Sport"
Federal Ministry of Education and Research,Bonn,Federal Minister of Education and Research
French Ministry of education,Hôtel de Rochechouart,Minister of Education and Religious Affairs
Ministry of Education of Chile,Avenida Libertador General Bernardo O'Higgins,Minister of Education of Chile
"Ministry of Education, Culture and Sport (Spain, 2011-2018)",Headquarters of the Ministry of Education of Spain,"Minister of Education, Culture and Sport"
Ministry of National Education,Warsaw,Minister of National Education
"Ministry of Education, Youth and Science of Bulgaria",Sofia,"Minister of Education, Science and Youth"
Ministry of Education,Naypyidaw,Minister of Education (Myanmar)
Ministry of Education and Research of Norway,Oslo,Minister of Education and Research
Ministry of Education of the German Democratic Republic,Wilhelmstraße,Minister of Education of the German Democratic Republic
Ministry of Education,Sri Jayawardenepura Kotte,Minister of Education
Ministry of Education (South Korea),Government Complex Sejong,Minister of Education
Ministry of Education and Research,Stockholm,Minister for Education and Science
Education Bureau,Central Government Offices,Secretary for Education
