col0,col1,col2
Carmelite Sisters for the Aged and Infirm,1929-01-01,Mary Angeline Teresa McCrory
Disciple sisters of Jesus of the Eucharist,1923-10-04,Raffaello Delle Nocche
Little Daughters of St. Joseph,1894-11-21,Giuseppe Baldo
Petites servantes du Sacré-Cœur,1915-08-09,Carlo Liviero
Sisters of Dimesse,1579-01-01,Antonio Pagani
Misioneras Cruzadas de la Iglesia,1925-06-16,Nazaria Ignacia
Capuchin Sisters of Mother Rubatto,1885-01-23,Francesca Maria Rubatto
Ursulines of Jesus,1802-07-02,Louis-Marie Baudouin
Albertine Sisters,1891-01-15,Albert Chmielowski
Dominican sisters of Pompei,1897-08-25,Bartolo Longo
Piccole suore missionarie della Carità,1915-06-29,Luigi Orione
Little Sisters of the Abandoned Elderly,1873-01-27,St. Teresa of Jesus Jornet
"Sisters, Servants of Mary",1851-08-15,Soledad Torres Acosta
Religious of Mary Immaculate,1876-06-11,Vincentia Maria López y Vicuña
Suore catechiste del sacro cuore,1894-02-05,Giulia Salzano
Benedictine Sisters of Providence,1838-07-16,Benedetta Cambiagio Frassinello
Little Servants of the Sacred Heart of Jesus for the Sick Poor,1875-08-08,Anna Michelotti
Carmelite Sisters of Charity,1826-02-26,Joaquina Vedruna
Sisters of Mercy of Verona,1840-11-02,Carlo Steeb
Sisters of the Faithful Virgin,1831-02-26,Henriette le Forestier d'Osseville
