col0,col1,col2,col3,col4
"Health hazard evaluation report: HETA-2001-0109-2835, Lac Vieux Desert Resort and Casino, Watersmeet, Michigan",2001-03-01,nickel,Max J. Kiefer,National Institute for Occupational Safety and Health
"In-depth survey report of a water spray device for suppressing respirable and crystalline silica dust from jackhammers at E.E. Cruz Company, South Plainfield, New Jersey",2004-04-15,quartz,Alan S. Echt,National Institute for Occupational Safety and Health
Batch maker dies after toxic exposure to toluene vapor - New Jersey,2015-05-21,toluene,New Jersey Department of Health,National Institute for Occupational Safety and Health
Two laborers die from hydrogen sulfide exposure in a confined space at an organic waste recycling facility,2013-06-07,hydrogen sulfide,California Department of Public Health,National Institute for Occupational Safety and Health
"Walk-Through Survey Report: Control Technology For Fermentation Processes At Miles Laboratories, Incorporated, Elkhart, Indiana, Report No. CT-116-16a",1984-03-01,personal protective equipment,Kenneth F. Martinez,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-82-026-1272, Jackson County Parks Department, Medford, Oregon",1983-03-01,DDT,Arvin G. Apol,National Institute for Occupational Safety and Health
"HHE report HHE-72-43-57, Fortune Industries, Chelsea, Michigan",1973-07-01,quartz,Arvin G. Apol,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-82-081-1294, Molitor Industries, Incorporated, Englewood, Colorado",1983-04-01,lead,Theodore W. Thoburn,National Institute for Occupational Safety and Health
"HHE Determination Report, No. MHETA-82-118-9005, Amax Coal Company, Gillette, Wyoming",1982-11-01,trichloroethane,Bobby J. Gunter,National Institute for Occupational Safety and Health
"HHE Report No. HETA-83-114-1304, Plan de Salud del Valle, Inc., Fort Lupton, Colorado",1983-05-01,toluene,Bobby J. Gunter,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-92-347-2287, Anclote Elementary School, New Port Richey, Florida",1993-02-01,carbon dioxide,Max J. Kiefer,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA 97-0304-2695, Racine Fire Department, Racine, Wisconsin",1998-06-01,carbon,Alan S. Echt,National Institute for Occupational Safety and Health
"Control Technology Assessment of Chemical Processes, Borg-Warner Chemicals, Woodmar Plant, Washington, West Virginia, Preliminary Survey Report for the Site Visit of October 19, 1981, Report No. CT- 101-13a",1982-05-25,acrylonitrile,National Institute for Occupational Safety and Health,National Institute for Occupational Safety and Health
"Mercury Control Technology Assessment Study, Ray-O-Vac Corporation, Madison, Wisconsin, Preliminary Survey Report for the Site Visit of September 23, 1981. Report No. CT-109-27A",1982-09-01,mercury,National Institute for Occupational Safety and Health,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-2005-0329-2995, Swannanoa Valley Youth Development Center, Swannanoa, North Carolina",2006-03-01,carbon dioxide,Kristin J. Cummings,National Institute for Occupational Safety and Health
"Survey report: control technology evaluation for controlling worker exposure to asphalt fumes from roofing kettles: kettle operated using an afterburner system at 5900 Broadway, San Antonio, Texas, report no. CT-231-16a",2004-03-01,benzene,David A. Marlow,National Institute for Occupational Safety and Health
"Assessment of exposure to o-toluidine and other aromatic amines in a rubber chemical manufacturing plant: exposure assessment update documentation report, report no. IWS-73-08",2009-02-01,aniline,Avima M. Ruder,National Institute for Occupational Safety and Health
"An evaluation of an engineering control to prevent carbon monoxide poisonings of individuals on houseboats at Wahweap Marina, Lake Powell, Arizona, report no. CT-171-25a",2001-03-01,carbon monoxide,Kevin H. Dunn,National Institute for Occupational Safety and Health
"In-depth survey report: comparison of the performances of three acoustic test fixtures using impulse peak insertion loss measurements, Rudyard, Michigan",2015-02-01,manufacturing,William J. Murphy,National Institute for Occupational Safety and Health
"Walk-through survey report: styrene and noise exposures during fiber reinforced plastic boat manufacturing at Century Boat Company, Inc., Panama City, Florida, report no. CT-306-13a",2005-12-01,styrene,Rebecca M. Valladares,National Institute for Occupational Safety and Health
