col0,col1,col2
Claverdale Steamship Line,London,Claverdale
"The ""Glantivy"" Steam Ship Co. Ltd",Aberystwyth,Glantivy
The Cambrian Steam Navigation Co. Ltd,Aberystwyth,Etonian
Glanystwyth SS Co Ltd,Aberystwyth,Glanystwyth
Daniel Fall & Son,Portrush,Pearl
Edwards Bros.,Cardiff,Pearl
Evan Jones & Co.,Cardiff,Caroline Spooner
John Thomas Llewellyn Davies,Milford Haven,Ianthe
Thomas & Anne  H. Doughton,Aberystwyth,Alice & Eliza
E & J Marwood,Liverpool,John Ewing
William Morris & Co.,Aberystwyth,Jane
Jones & Morgan,Aberystwyth,Hope
M. Owens & Co.,Aberystwyth,Sir Robert McClure
McCann & Hill,Drogheda,Glad Tidings
George Shephard & Co.,Swansea,Levant
Richard Morris & N Morris,Aberystwyth,Naomi
Wm Williams & Co.,Aberystwyth,Jane Maria
Rowlands & Thomas,Cardiff,Pleiades
Roberts & Co.,Aberystwyth,Zulette
William Owens & M Owens,Aberystwyth,Ellen Beatrice
