col0,col1,col2,col3
Triomfboog yan de stad Antwerpen aan Sint-Janspoort,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549,1550/01/01,Print Room of the University of Antwerp
Triomfbrog van de stad Antwerpen aan de Vlasmarkt,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549,1550/01/01,Print Room of the University of Antwerp
De reus Antioon,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549,1550/01/01,Print Room of the University of Antwerp
Der Engglscher triumphae Boghh,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549,1550/01/01,Print Room of the University of Antwerp
Der stadt Triumphelijckg stellagie opte Coepoortbrugge,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549,1550/01/01,Print Room of the University of Antwerp
Triomfboog van de stad Antwerpen agn de Wijngaardbrug,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549,1550/01/01,Print Room of the University of Antwerp
De figure der stadt stelagie op de Meerbrugge,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549,1550/01/01,Print Room of the University of Antwerp
Der florentijnen triumphael porticus inde huyvetter strate van binnen ende buyten te siene,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549,1550/01/01,Print Room of the University of Antwerp
Den gront vanden teghwoirdigen triumphalen porticus der florentijnen,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549,1550/01/01,Print Room of the University of Antwerp
Triomiboog van de stad Antwerpen,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549,1550/01/01,Print Room of the University of Antwerp
Spaensdhen triumphelijcken boogs,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549,1550/01/01,Print Room of the University of Antwerp
Toneel in de Keizetspoort,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549,1550/01/01,Print Room of the University of Antwerp
De poorte des Princelijcken icompst,Illustraties van de Blijde Intrede van prince Filips te Antwerpen in 1549,1550/01/01,Print Room of the University of Antwerp
Drukkersmerk van deuitgever Buschmann,Twintig oorspronkelyke houtsneden over Antwerpen,1907/01/01,Print Room of the University of Antwerp
Tabel,Twintig oorspronkelyke houtsneden over Antwerpen,1907/01/01,Print Room of the University of Antwerp
