col0,col1,col2,col3,col4
Emory and Henry College,United Methodist Church,liberal arts college in the United States,United States of America,baccalaureate colleges: arts and sciences focus
Earlham College,Religious Society of Friends,liberal arts college in the United States,United States of America,baccalaureate colleges: arts and sciences focus
Culver–Stockton College,Christian Church (Disciples of Christ),liberal arts college in the United States,United States of America,baccalaureate colleges: diverse fields
Cornell College,United Methodist Church,liberal arts college in the United States,United States of America,baccalaureate colleges: arts and sciences focus
College of Saint Benedict and Saint John's University,Catholic Church,liberal arts college in the United States,United States of America,baccalaureate colleges: arts and sciences focus
Blackburn College,Presbyterian Church (U.S.A.),liberal arts college in the United States,United States of America,baccalaureate colleges: diverse fields
Bethany College,Christian Church (Disciples of Christ),liberal arts college in the United States,United States of America,baccalaureate colleges: arts and sciences focus
Barton College,Christian Church (Disciples of Christ),liberal arts college in the United States,United States of America,baccalaureate colleges: diverse fields
Spring Hill College,Catholic Church,private not-for-profit educational institution,United States of America,baccalaureate colleges: arts and sciences focus
Emory and Henry College,United Methodist Church,Colleges That Change Lives,United States of America,"arts & sciences plus professions, some graduate coexistence"
