col0,col1,col2,col3
Mitchelton-Scott,road bicycle racing,David McPartland,Australia
Team Sunweb,road bicycle racing,Luke Roberts,Germany
Team Ineos,road bicycle racing,Gabriel Rasch,United Kingdom
AG2R La Mondiale,road bicycle racing,Cyril Dessel,France
Direct Énergie,road bicycle racing,Jean-René Bernaudeau,France
Team Jumbo-Visma,road bicycle racing,Grischa Niermann,Netherlands
UAE Team Emirates,road bicycle racing,Mario Scirea,Italy
HTC-Highroad,road bicycle racing,Brian Holm,United States of America
Movistar Team,road bicycle racing,José Luis Arrieta,Spain
Katusha 2011,road bicycle racing,Dimitri Konyshev,Russia
Cofidis,road bicycle racing,Alain Deloeuil,France
Groupama-FDJ,road bicycle racing,Jussi Veikkanen,France
Vacansoleil-DCM,road bicycle racing,Aart Vierhouten,Netherlands
