col0,col1,col2,col3,col4
Clay County,Corning,county of Arkansas,Corning,United States of America
Pope County,Russellville,county of Arkansas,Russellville,United States of America
Grant County,Sheridan,county of Arkansas,Sheridan,United States of America
Clark County,Arkadelphia,county of Arkansas,Arkadelphia,United States of America
Sebastian County,Fort Smith,county of Arkansas,Fort Smith,United States of America
Lonoke County,Lonoke,county of Arkansas,Lonoke,United States of America
Baxter County,Mountain Home,county of Arkansas,Mountain Home,United States of America
Franklin County,Ozark,county of Arkansas,Ozark,United States of America
Garland County,Hot Springs,county of Arkansas,Hot Springs,United States of America
Cleburne County,Heber Springs,county of Arkansas,Heber Springs,United States of America
Cross County,Wynne,county of Arkansas,Wynne,United States of America
Cleveland County,Rison,county of Arkansas,Rison,United States of America
Ashley County,Hamburg,county of Arkansas,Hamburg,United States of America
Bradley County,Warren,county of Arkansas,Warren,United States of America
Benton County,Bentonville,county of Arkansas,Bentonville,United States of America
