col0,col1,col2
McNally Smith College of Music,Saint Paul,1985-01-01
Hamilton Technical College,Davenport,1969-01-01
Mildred Elley,Albany,1917-01-01
John Marshall Law School,Atlanta,1933-01-01
Provo College,Provo,1984-01-01
Institute for Clinical Acupuncture and Oriental Medicine,Honolulu,1996-01-01
King's College,Charlotte,1901-01-01
Le Cordon Bleu Institute of Culinary Arts – Dallas,Dallas,2007-01-01
Arizona Summit Law School,Phoenix,2005-01-01
National Hispanic University,San Jose,1981-01-01
