col0,col1,col2
Canton of Vaud,495,3212.0
Canton of Jura,435,838.51
Canton of St. Gallen,668,2030.75
Canton of Neuchâtel,430,802.24
Ticino,238,2812.15
Thurgau,417,991.77
Canton of Schaffhausen,392,298.42
Canton of Fribourg,643,1671.36
Nidwalden,454,275.85
Obwalden,473,490.58
Canton of Schwyz,516,907.88
Uri,447,1076.57
Canton of Lucerne,436,1493.51
Appenzell Innerrhoden,780,172.48
Appenzell Ausserrhoden,771,242.84
Aargau,382,1403.77
canton of Zürich,408,1729.0
Canton of Zug,425,238.73
