col0,col1,col2
"Foarstrjitte 7, Holwerd",Foarstrjitte,Rijksmonument
"Zijlstraat 70, Haarlem",Zijlstraat,Rijksmonument
Rotterdam main post office,Coolsingel,Rijksmonument
Wilmersdorf post office,Uhlandstraße,architectural heritage monument
Dům U Apoštolů (Valašské Meziříčí),Náměstí (Valašské Meziříčí),cultural monument of the Czech Republic
Bank of Finland Monetary Museum,Snellmaninkatu,building protected by Decree 480/85 in Finland
Adelaide General Post Office,King William Street,listed on the Commonwealth Heritage List
Post Office Hotel,Swan Street,listed on the Victorian Heritage Register
Laubeho náměstí 3,Laubeho náměstí,cultural monument of the Czech Republic
Khidirpur Post Office,Karl Marx Sarani,KMC Heritage Building Grade I
Alipore Post Office,Biplabi Kanailal Bhattacharjee Sarani,KMC Heritage Building Grade I
