col0,col1,col2,col3
Pasărea Rock,Bucharest,musical group,Romanian
Harap-Alb,Bucharest,musical group,Romanian
Florian din Transilvania,Bucharest,musical group,Romanian
Iris,Bucharest,musical group,Romanian
Beats Antique,Oakland,musical group,English
Machine Head,Oakland,musical group,English
Death Rogen,Sacramento,musical group,English
Southern Death Cult,Bradford,musical group,English
Droid,Long Beach,musical group,English
The Monsters and The Strangerz,Miami,musical group,English
The White Stripes,Detroit,married couple,English
Indecencia,Gijón,musical group,Spanish
The White Stripes,Detroit,musical group,English
Pooh,Reggio nell’Emilia,musical group,Italian
