col0,col1,col2,col3
Badminton Asia Confederation,Badminton Association of Thailand,badminton association,badminton
Badminton Confederation of Africa,Burundian Federation of Badminton,badminton association,badminton
Badminton Asia Confederation,Badminton Association of Thailand,international sport governing body,badminton
Badminton World Federation,Federación Venezolana de Bádminton,badminton association,badminton
CAREBACO,Bermuda Badminton Association,badminton association,badminton
Badminton Pan Am,Badminton Canada,badminton association,badminton
Badminton Europe,Federação Portuguesa de Badminton,badminton association,badminton
Badminton Pan Am,Badminton Canada,international sport governing body,badminton
CAREBACO,Bermuda Badminton Association,sports governing body,badminton
Badminton World Federation,Badminton Federation of the Azerbaijan Republic,international sport governing body,badminton
Badminton Confederation of Africa,Zambia Badminton Association,badminton association,badminton
Badminton Oceania,Badminton Australia,badminton association,badminton
Badminton World Federation,Ligue Nouvelle Badminton Reunion,badminton association,badminton
Badminton Confederation of Africa,Zambia Badminton Association,international sport governing body,badminton
Badminton World Federation,Ligue Nouvelle Badminton Reunion,international sport governing body,badminton
