col0,col1,col2,col3,col4
The Rolling Stones,The Rolling Stones discography,Template:The Rolling Stones,Grammy Award for Best Music Video,The Beatles
Queen,Queen discography,Template:Queen,Grammy Lifetime Achievement Award,The Beatles
The Rolling Stones,The Rolling Stones discography,Template:The Rolling Stones,Grammy Lifetime Achievement Award,The Beatles
Queen,Queen discography,Template:Queen,Songwriters Hall of Fame,The Beatles
The Rolling Stones,The Rolling Stones discography,Template:The Rolling Stones,MTV Video Music Award for Best Visual Effects,The Beatles
Queen,Queen discography,Template:Queen,Rock and Roll Hall of Fame,The Beatles
The Rolling Stones,The Rolling Stones discography,Template:The Rolling Stones,Rock and Roll Hall of Fame,The Beatles
The Who,The Who discography,Template:The Who,Rock and Roll Hall of Fame,Ludwig van Beethoven
Led Zeppelin,Led Zeppelin discography,Template:Led Zeppelin,Rock and Roll Hall of Fame,The Rolling Stones
The Rolling Stones,The Rolling Stones discography,Template:The Rolling Stones,Grammy Hall of Fame,The Beatles
Queen,Queen discography,Template:Queen,Rock and Roll Hall of Fame,The Who
The Who,The Who discography,Template:The Who,Grammy Lifetime Achievement Award,Mose Allison
R.E.M.,R.E.M. discography,Template:R.E.M.,Rock and Roll Hall of Fame,Marquee Moon
