col0,col1,col2,col3
British Broadcasting Corporation,broadcasting,Nation Shall Speak Peace Unto Nation,United Kingdom
McDonald's,fast food,I'm loving it,United States of America
Suzuki,truck,Way of Life!,Japan
BASF,Plastic,The Chemical Company,Germany
Genelec,loudspeaker,The Sonic Reference,Finland
Legendary Whitetails,clothing,Celebrate The Hunt,United States of America
SoftwarePlant,BigPicture,"All task management tools united, beautifully",Poland
OVHcloud,Voice over Internet Protocol,Innovation For Freedom,France
Fondital,boiler,Be Innovative,Italy
OnePlus,OnePlus One,Never Settle,People's Republic of China
Statkraft,energy,Pure Energy,Norway
Fountaine-Pajot,catamaran,Sailing the world since 1976,France
