col0,col1,col2,col3,col4
Celtic L.F.C.,Peter Caulfield,United Kingdom,Scottish Women's Premier League,2007-01-01
Glasgow City F.C.,Eddie Wolecki,United Kingdom,Scottish Women's Premier League,1998-01-01
INAC Kobe Leonessa,Takayoshi Ishihara,Japan,L.League,2001-01-01
magicJack intalae,Abby Wambach,United States of America,Women's Professional Soccer,2001-01-01
En avant Guingamp,Sarah M'Barek,France,Division 1 Féminine,1973-01-01
Kopparbergs/Göteborg FC,Torbjörn Nilsson,Sweden,Damallsvenskan,1970-01-01
Portland Thorns FC,Cindy Parlow Cone,United States of America,National Women's Soccer League,2012-01-01
Western New York Flash,Aaran Lines,United States of America,National Women's Soccer League,2008-01-01
Arsenal W.F.C.,Joe Montemurro,United Kingdom,FA WSL,1987-01-01
Doncaster Rovers Belles L.F.C.,John Buckley,United Kingdom,FA WSL,1969-01-01
