col0,col1,col2,col3
F.C. Kilmarnock Ladies,association football,Rugby Park,1961-01-01
Bayer 04 Leverkusen,association football,Ulrich-Haberland-Stadion,2008-01-01
Magdeburger FFC,association football,Heinrich Germer Stadium,1997-01-01
FSV Gütersloh 2009,association football,Heidewaldstadion,2009-01-01
Colo-Colo women's,association football,Estadio Monumental David Arellano,2007-01-01
Doncaster Rovers Belles L.F.C.,association football,Keepmoat Stadium,1969-01-01
Perth Glory FC W-League,association football,Perth Oval,2008-01-01
FC Bayern Munich,association football,Sportpark Aschheim,1970-01-01
ASD Reggiana CF,association football,Stadio Mirabello,1976-01-01
Santos FC,association football,Estádio Urbano Caldeira,1997-01-01
FC Twente,association football,De Grolsch Veste,2007-01-21
Djurgårdens IF Dam,association football,Stockholm Olympic Stadium,2003-01-01
ADO Den Haag Vrouwen,association football,Cars Jeans Stadion,2007-01-21
SC LUwin.ch,association football,Stadion Allmend,2004-04-26
Everton de Viña del Mar,association football,Estadio Sausalito,2007-01-01
Sporting de Huelva,association football,Estadio Nuevo Colombino,1979-01-01
BSC YB Frauen,association football,Stadion Neufeld,1970-01-01
FCR 2001 Duisburg,association football,PCC-Stadion,2001-01-01
INAC Kobe Leonessa,association football,Home's Stadium Kobe,2001-01-01
Suwon UDC WFC,association football,Suwon Sports Complex,2008-01-01
