col0,col1,col2,col3,col4
Carter's Tavern,United States of America,place listed on the National Register of Historic Places,Halifax County,tavern
Boykin's Tavern,United States of America,place listed on the National Register of Historic Places,Isle of Wight County,tavern
Boyd Tavern,United States of America,place listed on the National Register of Historic Places,Albemarle County,tavern
Boyd's Tavern,United States of America,NRHP contributing property,Boydton,tavern
Steenburg Tavern,United States of America,place listed on the National Register of Historic Places,Rhinebeck,tavern
Indian King Tavern,United States of America,place listed on the National Register of Historic Places,Haddonfield,tavern
Waterman Tavern,United States of America,place listed on the National Register of Historic Places,Rhode Island,tavern
The Tavern,United States of America,place listed on the National Register of Historic Places,Arkansas,tavern
Teddy's Tavern,United States of America,place listed on the National Register of Historic Places,Delaware,tavern
Old Rose Tree Tavern,United States of America,place listed on the National Register of Historic Places,Pennsylvania,tavern
Mixer Tavern,United States of America,place listed on the National Register of Historic Places,Connecticut,tavern
Dog Team Tavern,United States of America,place listed on the National Register of Historic Places,Middlebury,tavern
Defibaugh Tavern,United States of America,place listed on the National Register of Historic Places,Pennsylvania,tavern
Crossed Keys Tavern,United States of America,place listed on the National Register of Historic Places,Ohio,tavern
Cooper-Davenport Tavern Wing,United States of America,place listed on the National Register of Historic Places,Somerville,tavern
