col0,col1,col2
"Institute of Oriental Studies, University of Warsaw",University of Warsaw,1932-01-01
Villa I Tatti,Harvard University,1961-01-01
Faculdade de Tecnologia de Mogi das Cruzes,São Paulo State Technological College,2009-01-01
"Faculty of Pharmacy, University of Lisbon",University of Lisbon,1836-01-01
Faculty of Power and Aeronautical Engineering of Warsaw University of Technology,Warsaw University of Technology,1960-01-01
Faculty of Architecture of Poznań University of Technology,Poznań University of Technology,1999-01-01
Faculty of Law and Administration of the Jagiellonian University,Jagiellonian University,1364-01-01
Fairbank Center for Chinese Studies,Harvard University,1955-01-01
Umeå School of Architecture,Umeå University,2009-01-01
"University of Michigan College of Literature, Science, and the Arts",University of Michigan,1841-01-01
Indian Institute of Space Science and Technology,Department of Space,2007-09-14
East 15 Acting School,University of Essex,1961-01-01
Institute for Advanced Study in the Humanities,Ruhr University Bochum,1989-01-01
Institut für Kultur- und Geistesgeschichte Asiens,Austrian Academy of Sciences,1956-01-01
HEPHY,Austrian Academy of Sciences,1966-01-01
Institute of Technology Assessment,Austrian Academy of Sciences,1987-01-01
Acoustics Research Institute,Austrian Academy of Sciences,1972-01-01
The Roslin Institute,University of Edinburgh,1993-01-01
Moray College,University of the Highlands and Islands,1971-01-01
Columbia University School of Professional Studies,Columbia University,1995-01-01
