col0,col1,col2,col3
January 1276 papal conclave,1276-01-01,1276-01-29,Vatican City
1621 papal conclave,1621-01-01,1621-02-09,Vatican City
May 1605 papal conclave,1605-05-01,1605-05-16,Vatican City
1592 papal conclave,1592-01-01,1592-01-30,Vatican City
1334 papal conclave,1334-01-01,1334-12-28,Vatican City
1572 papal conclave,1572-01-01,1572-05-23,Vatican City
2013 papal conclave,2013-01-01,2013-03-13,Vatican City
1667 papal conclave,1667-01-01,1667-06-20,Vatican City
1769 papal conclave,1769-01-01,1769-05-19,Vatican City
1758 papal conclave,1758-01-01,1758-07-06,Vatican City
1362 papal conclave,1362-01-01,1362-11-05,Vatican City
1774–75 papal conclave,1774-01-01,1775-02-15,Vatican City
1534 papal conclave,1534-01-01,1534-10-23,Vatican City
1721 papal conclave,1721-01-01,1721-05-08,Vatican City
1370 papal conclave,1370-01-01,1371-01-07,Vatican City
1484 papal conclave,1484-01-01,1484-09-07,Vatican City
1799–1800 papal conclave,1800-01-01,1800-03-14,Vatican City
1431 papal conclave,1431-01-01,1431-03-12,Vatican City
1464 papal conclave,1464-01-01,1464-09-08,Vatican City
1903 papal conclave,1903-01-01,1903-08-04,Vatican City
