col0,col1,col2
Animal Combat,Gobelins Tapestry Manufactory,Hôtel de la Marine
The Camel,Gobelins Tapestry Manufactory,Hôtel de la Marine
The King Carried by the Natives,Gobelins Tapestry Manufactory,Hôtel de la Marine
The Bulls,Gobelins Tapestry Manufactory,Hôtel de la Marine
Spring,Gobelins Tapestry Manufactory,Hôtel de la Marine
Winter,Gobelins Tapestry Manufactory,Hôtel de la Marine
The Months of Lucas,Gobelins Tapestry Manufactory,Hôtel de la Marine
Tapestries from ‘The Seasons’,Gobelins Tapestry Manufactory,Hôtel de la Marine
Hercules at the feet of Omphale,Comans-La Planche,Hôtel de Sully
Aurora and Cephalus,Comans-La Planche,Hôtel de Sully
Bacchus and Ariadne,Comans-La Planche,Hôtel de Sully
Armide mourning the departure of Arnaud,Comans-La Planche,Hôtel de Sully
Rinaldo Sleeping,Comans-La Planche,Hôtel de Sully
Carlo and Ubaldo at the Fountain of Laughter,Comans-La Planche,Hôtel de Sully
