col0,col1,col2,col3
It's Too Late to Stop Now,jazz,Ted Templeman,Warner Bros. Records
Goodbye Yellow Brick Road,rock music,Gus Dudgeon,DJM Records
1967–1970,rock music,George Martin,Apple
1962–1966,rock music,George Martin,Apple
Rock 'n' Roll Music,rock and roll,George Martin,Parlophone
4 Way Street,rock music,"Crosby, Stills, Nash & Young",Atlantic Records
The Beatles' Story,rock and roll,John Babcock,Capitol Records
Rattle and Hum,blues rock,Jimmy Iovine,Island Records
Delicate Sound of Thunder,progressive rock,David Gilmour,EMI
Finale,rock music,Jim Messina,Columbia Records
Greatest Hits,pop music,Mariah Carey,Columbia Records
