col0,col1,col2
State Alexander Pushkin Museum in Moscow,1961-01-01,Khrushchev-Seleznev Estate
Tampere Lenin Museum,1946-01-01,Tampere Workers' Hall
Nikos Kazantzakis Museum,1983-01-01,"Myrtia, Heraklion"
Museum of John Paul II and Primate Wyszyński,2010-05-18,Wilanów
Charles Young Buffalo Soldiers National Monument,2013-01-01,Wilberforce
Mitsuo Aida Museum,1996-09-19,Tokyo International Forum
Armand Preud'homme-museum,1990-01-01,Peer
Grainger Museum,1935-01-01,University of Melbourne
Charles M. Schulz Museum and Research Center,2002-01-01,Santa Rosa
Gibran Museum,1935-01-01,Bsharri
Dworek Jana Matejki w Krzesławicach (museum),1966-01-01,Kraków
Jorge Eliecer Gaitan Museum,1948-01-01,La gran bretaña
Sergei Parajanov Museum,1988-01-01,Yerevan
House-Museum of Aram Khachaturian,1978-01-01,Yerevan
Strindberg Museum,1973-01-01,Stockholm
Nekrasov Apartment Museum,1946-01-01,Saint Petersburg
National Pushkin Museum,1953-01-01,Saint Petersburg
Leo Tolstoy State Museum,1911-01-01,Prechistenka Street
