col0,col1,col2
Avanti IsoWhey Sports 2016,road bicycle racing,IsoWhey Sports-Swiss Wellness 2017
Madison Genesis 2016,road bicycle racing,Madison Genesis 2017
Leopard 2016,road bicycle racing,Leopard 2017
Soigneur-Copenhagen 2016,road bicycle racing,Copenhagen 2017
Jelly Belly-Maxxis 2016,road bicycle racing,Jelly Belly-Maxxis 2017
An Post-ChainReaction 2016,road bicycle racing,An Post-ChainReaction 2017
Boyacá Raza de Campeones 2016,road bicycle racing,Boyacá es Para Vivirla
EPM-Tigo-Une-Área Metropolitana 2016,road bicycle racing,EPM 2017
Joker Byggtorget 2016,road bicycle racing,Joker Icopal 2017
Strongman-Campagnolo-Wilier 2016,road bicycle racing,Bicicletas Strongman 2017
HP BTP-Auber 93 2016,road bicycle racing,HP BTP-Auber 93 2017
GW Shimano 2016,road bicycle racing,GW Shimano 2017
Manzana Postobón 2016,road bicycle racing,Manzana Postobón 2017
Armée de terre 2016,road bicycle racing,Armée de terre 2017
