col0,col1,col2,col3,col4
Deutsche Gesellschaft für Kartographie,Germany,1950-01-01,association,Hanover
Deutsche Gesellschaft für Andrologie,Germany,1976-01-01,association,Gießen
Deutsche Gesellschaft für Allgemeinmedizin und Familienmedizin,Germany,1966-01-01,association,Bonn
Deutsche Gesellschaft für Anästhesiologie und Intensivmedizin,Germany,1953-01-01,association,Heidelberg
Deutsche Physikalische Gesellschaft,Germany,1845-01-14,association,Bad Honnef
Statistical and Social Inquiry Society of Ireland,Ireland,1847-01-01,professional society,Dublin
German Respiratory Society,Germany,1910-10-17,professional society,Marburg
Society of Writers to Her Majesty's Signet,United Kingdom,1400-01-01,professional society,Edinburgh
Society for Immunotherapy of Cancer,United States of America,1984-01-01,professional society,Milwaukee
European Journalism Centre,Netherlands,1992-01-01,professional society,Maastricht
Australian Political Studies Association,Australia,1951-01-01,professional society,University of Melbourne
