col0,col1,col2,col3,col4
Diederich College of Communication,Wisconsin,1910-01-01,journalism school,United States of America
Coventry University Department of Media,Coventry,1975-01-01,journalism school,United Kingdom
Faculdade Cásper Líbero,São Paulo,1947-05-16,journalism school,Brazil
"Cardiff School of Journalism, Media and Cultural Studies",Cardiff,1970-01-01,journalism school,United Kingdom
Birmingham School of Media,Birmingham,2004-01-01,journalism school,United Kingdom
A.Q. Miller School of Journalism and Mass Communications,Kansas,1910-01-01,journalism school,United States of America
Lille school of journalism - École supérieure de journalisme de Lille,Lille,1924-01-01,journalism school,France
CELSA Paris,Neuilly-sur-Seine,1957-01-01,journalism school,France
École supérieure de journalisme de Paris,Paris,1899-01-01,journalism school,France
Centre universitaire d’enseignement du journalisme,Strasbourg,1958-01-01,journalism school,France
Hamburg Media School,Hamburg-Nord,2003-01-01,journalism school,Germany
Catholic school of journalism,Munich,1968-01-01,journalism school,Germany
Deutsches Journalistenkolleg,Berlin,2010-01-01,journalism school,Germany
Columbia University Graduate School of Journalism,Manhattan,1912-01-01,journalism school,United States of America
