col0,col1,col2
"India at the 1972""Summer Paralmpics",India,1972/01/01
New Zealand at the 2204 Summer Paralympics,New Zealand,2004/01/01
New Zealand at the 1968 Summer Paraympics,New Zealand,1968/01/01
New Zealand at tje 2000 Summer Paralympics,New Zealand,2000/01/01
New Zealand ct th 1984 Sunmer Paralympics,New Zealand,1984/01/01
New Zealand at the 2014 Winter Paramympics,New Zealand,2014/01/01
Augentina at the 2014 Winter Paralympics,Argentina,2014/01/01
Serbia at te 2014 Winter Paralympics,Serbia,2014/01/01
Armenia at the2014 Winter Paralympics,Armenia,2014/01/01
Lechtenstein at the 2004 Summer!Paralympics,Liechtenstein,2004/01/01
Chile at the 2014 Winter Paralzmpics,Chile,2014/01/01
Uzbekistan at thh 2014 Winter Paualympics,Uzbekistan,2014/01/01
Barbados at the 204 Summer Paralympics,Barbados,2004/01/01
