col0,col1,col2
IMPAACT P1080: Psychiatric and Antiretroviral Medication Concentrations in HIV-infected and Uninfected Children and Adolescents,Puerto Rico,International Maternal Pediatric Adolescent AIDS Clinical Trials Group
Evaluation of 3TC or FTC Mono-therapy Compared to Continuing HAART as a Bridging Strategy,Puerto Rico,International Maternal Pediatric Adolescent AIDS Clinical Trials Group
Testosterone in Treating Postmenopausal Patients With Arthralgia Caused by Adjuvant Aromatase Inhibitor Treatment,Puerto Rico,Alliance for Clinical Trials in Oncology
"Psychosocial, Environmental, and Chronic Disease Trends in Puerto Rico",Puerto Rico,Harvard T.H. Chan School of Public Health
Surveillance Monitoring for ART Toxicities Study in HIV Uninfected Children Born to HIV Infected Women,Puerto Rico,Harvard T.H. Chan School of Public Health
Adolescent Master Protocol,Puerto Rico,Harvard T.H. Chan School of Public Health
BMN 110 US Expanded Access Program,Puerto Rico,BioMarin Pharmaceutical
"A Multicenter, Multinational, Observational Morquio A Registry Study (MARS)",Puerto Rico,BioMarin Pharmaceutical
A Long Term Safety Study of BCX7353 in Hereditary Angioedema,Hong Kong,BioCryst Pharmaceuticals
Safety Study of IV Peramivir in Hospitalized Subjects With Confirmed or Suspected Influenza,Puerto Rico,BioCryst Pharmaceuticals
"Zoledronic Acid in Treating Patients With Metastatic Breast Cancer, Metastatic Prostate Cancer, or Multiple Myeloma With Bone Involvement",Puerto Rico,Alliance for Clinical Trials in Oncology
Calcium Gluconate and Magnesium Sulfate in Preventing Neurotoxicity in Patients With Colon Cancer or Rectal Cancer Receiving Oxaliplatin-Based Combination Chemotherapy,Puerto Rico,Alliance for Clinical Trials in Oncology
"Comparison of Three Chemotherapy Regimens in Treating Patients With Stage IVB, Recurrent, or Persistent Cervical Cancer",Puerto Rico,Gynecologic Oncology Group
