col0,col1,col2,col3
Democratic Convergence of Catalonia,Catalan nationalism,1974-11-17,Democracy and Liberty
Reagrupament,Catalan pro-independence movement,2009-10-03,Democracy and Liberty
Democratic Convergence of Catalonia,Pro-Europeanism,1974-11-17,Junts pel Sí
Republican Left of Catalonia,environmentalism,1931-03-19,Junts pel Sí
Democratic Convergence of Catalonia,Catalan nationalism,1974-11-17,Junts pel Sí
Republican Left of Catalonia,Europeanism,1931-03-19,Junts pel Sí
Democratic Convergence of Catalonia,Catalan pro-independence movement,1974-11-17,Junts pel Sí
Republican Left of Catalonia,republicanism,1931-03-19,Junts pel Sí
Democratic Convergence of Catalonia,economic liberalism,1974-11-17,Junts pel Sí
Republican Left of Catalonia,democratic socialism,1931-03-19,Junts pel Sí
Democratic Convergence of Catalonia,social democracy,1974-11-17,Junts pel Sí
