col0,col1,col2,col3,col4
2016 Trophée de France - ladies' singles free skating,senior,12,Evgenia Medvedeva,International Skating Union
2016 Rostelecom Cup - men's singles free skating,senior,12,Javier Fernández,International Skating Union
2016 Rostelecom Cup - ladies' singles free skating,senior,12,Anna Pogorilaya,International Skating Union
2016 Skate Canada International - men's singles free skating,senior,12,Patrick Chan,International Skating Union
2016 Rostelecom Cup - pair skating free skating,senior,8,Aljona Savchenko,International Skating Union
2016 Trophée de France - pair skating free skating,senior,6,Aljona Savchenko,International Skating Union
2013 Four Continents Figure Skating Championships - pair skating free skating,senior,7,Meagan Duhamel,International Skating Union
2013 Four Continents Figure Skating Championships - ladies' singles free skating,senior,20,Amélie Lacoste,International Skating Union
figure skating at the 2019 Winter Universiade - ladies' singles free skating,senior,24,Park So-Youn,International Skating Union
2011–2012 Grand Prix of Figure Skating Final - men's singles free skating,senior,6,Patrick Chan,International Skating Union
2011–2012 Grand Prix of Figure Skating Final - ladies' singles free skating,senior,5,Alena Leonova,International Skating Union
2011–2012 Grand Prix of Figure Skating Final - pair skating free skating,senior,6,Aljona Savchenko,International Skating Union
