col0,col1,col2,col3
"Amatzia, Israel",465,Israel,Lakhish Regional Council
Nehora,1136,Israel,Lakhish Regional Council
Shtula,275,Israel,Ma'ale Yosef Regional Council
Elkosh,318,Israel,Ma'ale Yosef Regional Council
Zar'it,249,Israel,Ma'ale Yosef Regional Council
Aviel,812,Israel,Alona Regional Council
Amikam,707,Israel,Alona Regional Council
Givat Nili,733,Israel,Alona Regional Council
Bnei Re'em,1353,Israel,Nahal Sorek Regional Council
Ma'ale Gamla,441,Israeli-occupied territories,Golan Regional Council
Odem,131,Israeli-occupied territories,Golan Regional Council
Sde Ilan,541,Israel,Lower Galilee Regional Council
