col0,col1,col2,col3,col4,col5
Emmanuel College,United Kingdom,Cambridge,Walter Mildmay,1584-01-01,university building
Girton College,United Kingdom,South Cambridgeshire,Barbara Bodichon,1869-10-16,university building
St Edmund's College,United Kingdom,Cambridge,"Henry Fitzalan-Howard, 15th Duke of Norfolk",1896-01-01,university building
Queens' College,United Kingdom,Cambridge,Elizabeth Woodville,1448-01-01,university building
Clare Hall,United Kingdom,Cambridge,Clare College,1966-01-01,university building
Clare College,United Kingdom,Cambridge,Richard Badew,1326-01-01,university building
Christ's College,United Kingdom,Cambridge,Lady Margaret Beaufort,1505-01-01,university building
St John's College,United Kingdom,Cambridge,Lady Margaret Beaufort,1511-01-01,university building
Darwin College,United Kingdom,Cambridge,Gonville and Caius College,1964-01-01,university building
Peterhouse,United Kingdom,Cambridge,Hugh de Balsham,1284-01-01,university building
Trinity College,United Kingdom,Cambridge,Henry VIII of England,1546-01-01,university building
