col0,col1,col2,col3
Austin State Hospital,place listed on the National Register of Historic Places,Texas,United States of America
Friends Hospital,National Historic Landmark,Pennsylvania,United States of America
Hudson River State Hospital,National Historic Landmark,New York,United States of America
Gallinger Municipal Hospital Psychopathic Ward,place listed on the National Register of Historic Places,"Washington, D.C.",United States of America
Sunbury Asylum,listed on the Victorian Heritage Register,Victoria,Australia
Gartloch Hospital,category A listed building,Glasgow City,United Kingdom
Richmond Royal Hospital,Grade II listed building,Richmond,United Kingdom
Hospital Júlio de Matos,Included in protected site,Alvalade,Portugal
Heil- und Pflegeanstalt Waldau,class B Swiss cultural property of regional significance,Bern,Switzerland
Pitkäniemi hospital,Cultural Heritage Site of National Significance,Nokia,Finland
Montana Deaf and Dumb Asylum,place listed on the National Register of Historic Places,Boulder,United States of America
Ipswich Mental Hospital,listed on the Queensland Heritage Register,Queensland,Australia
Heil- und Pflegeanstalt Lindenhaus,Kulturdenkmal,Lemgo,Germany
Kantonale Psychiatrische Klinik Wil,class B Swiss cultural property of regional significance,Canton of St. Gallen,Switzerland
Nikkilä Hospital,Cultural Heritage Site of National Significance,Sipoo,Finland
"patient wards 5, 6 in Niuvanniemi hospital",building protected by Decree 480/85 in Finland,Kuopio,Finland
