col0,col1,col2
Roman Catholic Diocese of Menongue,213309,899000
Roman Catholic Diocese of Rome,849,2867143
diocese of Mont-Laurier,19968,96910
Roman Catholic Diocese of San Marino-Montefeltro,728,66110
Roman Catholic Diocese of Ciudad Juárez,29639,2615000
Roman Catholic Diocese of Palangkaraya,153564,2675476
Roman Catholic Diocese of Oyem,84540,159615
Roman Catholic Diocese of Nouna,15000,741582
Roman Catholic Diocese of Saginaw,18006,804885
Roman Catholic Diocese of Baker,173013,517000
Roman Catholic Diocese of Lodi,894,291737
Roman Catholic Diocese of Yendi,19160,771000
"Roman Catholic Diocese of Galway, Kilmacduagh and Kilfenora",2610,122466
Roman Catholic Diocese of Irecê,24065,532000
Roman Catholic Diocese of Coutances,5991,499920
Roman Catholic Diocese of Beaumont,18330,603648
Roman Catholic Diocese of Alleppey,333,795000
Roman Catholic Diocese of Grosseto,1239,134826
Roman Catholic Diocese of Nocera Inferiore-Sarno,157,233900
Roman Catholic Diocese of Basel,12585,3096000
