col0,col1,col2,col3,col4
CA Brive,Jeremy Davidson,Brive-la-Gaillarde,Stade Amédée-Domenech,1910-01-01
Exeter Chiefs,Rob Baxter,Exeter,Sandy Park,1871-01-01
Bristol Bears,Pat Lam,Bristol,Ashton Gate Stadium,1888-01-01
Rugby Rovigo,Umberto Casellato,Rovigo,Stadio Comunale Mario Battaglini,1935-01-01
AS Béziers Hérault,David Aucagne,Béziers,Stade Raoul-Barrière,1911-01-01
FC Grenoble,Stéphane Glas,Grenoble,Stade des Alpes,1892-01-01
Worcester Warriors,Rory Duncan,Worcester,Sixways Stadium,1871-01-01
RC Toulonnais,Patrice Collazo,Toulon,Stade Mayol,1908-01-01
Leicester Tigers,Geordan Murphy,Leicester,Welford Road Stadium,1880-01-01
Harlequin F.C.,Paul Gustard,London,Twickenham Stoop,1866-01-01
