col0,col1,col2
Thailand Women's Cycling Team 2019,Thailand,Jutatip Maneephan
SAS-Macogep 2017,Canada,Milagro Mena
Rally 2017,United States of America,Allison Beveridge
Tibco-Silicon Valley Bank 2017,United States of America,Ingrid Drexel
SC Michela Fanini 2017,Italy,Edwige Pitel
Servetto Giusta 2017,Italy,Clemilda Fernandes
Sport Vlaanderen-Etixx 2017,Belgium,Kelly Druyts
Sho-Air Twenty20 2017,United States of America,Jasmin Glaesser
Al Asayl Cycling Team 2018,United Arab Emirates,Ebtissam Mohamed
China Liv Pro Cycling 2019,People's Republic of China,Zhao Xisha
China Chongming-Liv-Champion System 2015,People's Republic of China,Meng Zhaojuan
2018 Parkhotel Valkenburg season,Netherlands,Hanna Solovey
Bigla 2019,Denmark,Julie Leth
Canyon-SRAM Racing 2019,Germany,Elena Cecchini
Cervélo-Bigla 2018,Denmark,Ashleigh Moolman-Pasio
Alé Cipollini 2019,Italy,Na Ah-reum
BePink 2019,Italy,Tatiana Guderzo
FDJ-Nouvelle Aquitaine-Futuroscope 2019,France,Charlotte Becker
Trek-Segafredo Women 2019,United States of America,Trixi Worrack
Astana Women's 2017,Kazakhstan,Lara Vieceli
