col0,col1,col2,col3
Medicinska högskolan i Göteborg,1948-06-30,University of Gothenburg,university college
Oslo and Akershus University College of Applied Sciences,2011-08-01,Oslo Metropolitan University,university college
Oslo college of higher education,1912-01-01,Bislet College Center,university college
Oslo Engineering College,1873-01-01,Oslo University College,university college
Tromsø University College,1994-01-01,University of Tromsø – The Arctic University of Norway,university college
Stord/Haugesund University College,1994-01-01,Western Norway University of Applied Sciences,university college
Sør-Trøndelag University College,1994-08-01,Norwegian University of Science and Technology,university college
Nord-Trøndelag University College,1994-01-01,Nord University,university college
Buskerud University College,1994-01-01,Buskerud and Vestfold University College,university college
Sogn og Fjordane University College,1994-01-01,Western Norway University of Applied Sciences,university college
Narvik University College,1994-08-01,University of Tromsø – The Arctic University of Norway,university college
Norwegian College of General Sciences,1922-01-01,Norwegian University of Science and Technology,university college
Oslo University College,1994-08-01,Oslo and Akershus University College of Applied Sciences,university college
Finnmark University College,1994-01-01,University of Tromsø – The Arctic University of Norway,university college
Bergen University College,1994-01-01,Western Norway University of Applied Sciences,university college
