col0,col1,col2,col3
2017 Clásica de San Sebastián,Donostia-San Sebastian,2017 UCI World Tour,Bahrain-Merida 2017
2017 Tour of Flanders,Oudenaarde,2017 UCI World Tour,Astana 2017
2017 Liège–Bastogne–Liège,Ans,2017 UCI World Tour,Bahrain-Merida 2017
2017 La Flèche Wallonne,Huy,2017 UCI World Tour,Bahrain-Merida 2017
2017 Amstel Gold Race,Berg en Terblijt,2017 UCI World Tour,Direct Énergie 2016
2016 Liège–Bastogne–Liège,Ans,2016 UCI World Tour,FDJ 2016
2016 La Flèche Wallonne,Huy,2016 UCI World Tour,FDJ 2016
2015 Grand Prix Cycliste de Montréal,Montreal,2015 UCI World Tour,AG2R La Mondiale 2015
2015 Milan – San Remo,Sanremo,2015 UCI World Tour,AG2R La Mondiale 2015
2015 Tour of Flanders,Oudenaarde,2015 UCI World Tour,AG2R La Mondiale 2015
2014 Paris–Roubaix,Vélodrome André-Pétrieux,2014 UCI World Tour,AG2R La Mondiale 2014
