col0,col1,col2,col3
Grand Cross of the Order of the Condor of the Andes,Grand Officer of the Order of the Condor of the Andes,1925-04-18,Order of the Condor of the Andes
Grand Collar of the Order of the Andes' Condor,Grand Cross of the Order of the Condor of the Andes,1925-04-18,Order of the Condor of the Andes
"Order of the Cross of Terra Mariana, 4th Class","Order of the Cross of Terra Mariana, 5th Class",1995-01-01,Order of the Cross of Terra Mariana
"Order of the Cross of Terra Mariana, 3rd Class","Order of the Cross of Terra Mariana, 4th Class",1995-01-01,Order of the Cross of Terra Mariana
"Order of the Cross of Terra Mariana, 1st Class","Order of the Cross of Terra Mariana, 2nd Class",1995-01-01,Order of the Cross of Terra Mariana
Collar of the Order of the Cross of Terra Mariana,"Order of the Cross of Terra Mariana, 1st Class",1995-01-01,Order of the Cross of Terra Mariana
Knight Grand Cross of the Order for Merits to Lithuania,Grand Commander of the Order of the Cross of Vytis,2002-06-18,Order for Merits to Lithuania
"Order of the White Star, Collar Class","Order of the White Star, 1st Class",1936-10-07,Order of the White Star
"Order of the White Star, 2nd Class","Order of the White Star, 3rd Class",1936-10-07,Order of the White Star
Collar of the Order of the National Coat of Arms,"Recipient of the Order of the National Coat of Arms, 1st Class",1936-10-07,Order of the National Coat of Arms
"Recipient of the Order of the National Coat of Arms, 1st Class","Order of the National Coat of Arms, 2nd Class",1936-10-07,Order of the National Coat of Arms
Grand Commander of the Order of the Cross of Vytis,Commander of the Order of the Cross of Vytis,1919-07-30,Order of the Cross of Vytis
Grand Cross of the Order of the Cross of Vytis,Grand Commander of the Order of the Cross of Vytis,1919-07-30,Order of the Cross of Vytis
"Order of the Three Stars, 1st Class","Order of the Three Stars, 2nd Class",1924-01-01,Order of the Three Stars
