col0,col1,col2,col3,col4
Girls Aloud,Girls Aloud discography,2002-01-01,London,2002-01-01
Spice Girls,Spice Girls discography,1994-01-01,London,1994-01-01
Little Mix,Little Mix discography,2011-01-01,England,2011-01-01
ZOEgirl,ZOEgirl discography,1999-01-01,Brentwood,1999-01-01
Whiteberry,Whiteberry discography,1994-01-01,Hokkaidō,1994-01-01
Xscape,Xscape discography,1990-01-01,Atlanta,1992-01-01
SWV,SWV discography,1990-01-01,The Bronx,1990-01-01
The Cookies,The Cookies discography,1954-01-01,Brooklyn,1953-01-01
Fifth Harmony,Fifth Harmony discography,2013-01-01,Miami,2012-01-01
FOREVER,Forever discography,2008-01-01,California,2008-01-01
The Cheetah Girls,The Cheetah Girls discography,2004-01-01,United States of America,2003-01-01
