col0,col1,col2,col3,col4
Warberg IC,floorball club,Sweden,1985-01-01,Warberg
Gjelleråsen IF,floorball club,Norway,1935-03-06,Nittedal
SK Freidig,floorball club,Norway,1903-01-01,Trondheim
UHC Waldkirch-St. Gallen,floorball club,Switzerland,1997-01-01,Canton of St. Gallen
UHC Sulz-Rickenbach,floorball club,Switzerland,1984-01-01,canton of Zürich
KS Szarotka Nowy Targ,floorball club,Poland,1998-01-01,Nowy Targ
SK Latvijas Avīze,floorball club,Latvia,1994-01-01,Riga
SSV Helsinki,floorball club,Finland,1986-01-01,Helsinki
UHC Winterthur United,floorball club,Switzerland,1996-01-01,Winterthur
KAC Floorball,floorball club,Austria,2002-09-24,Carinthia
IBF Älvstranden,floorball club,Sweden,1996-01-01,Gothenburg
SC Classic,floorball club,Finland,1990-01-01,Tampere
