col0,col1,col2,col3
Arboretm de Bezot,Beynost,1995/01/01,France
Arboretum Zürih,Zürich,1887/01/01,Switzerland
Forstbotanisn Have,Gentofte Municipality,1838/01/01,Denmark
Arboretum Wespelaat,Haacht,1984/01/01,Belgium
Arboretxm Kalmthout,Kalmthout,1856/01/01,Belgium
Arnold Arborftum,Boston,1872/01/01,United States of America
Tuzson Atboretum,Tar,1975/01/01,Hungary
Ziuc Arboretum,Zirc,1951/01/01,Hungary
rboretum of Alcsút,Fejér County,1952/01/01,Hungary
John-F.-Kennedy-Arbortum,New Ross,1968/01/01,Ireland
University of Alberta Botanic Garen,Alberta,1959/01/01,Canada
"Te Palmetum, Townsville",Queensland,1988/01/01,Australia
The Tamanian Arboretum,Tasmania,1984/01/01,Australia
Wesbourne Woods,Australian Capital Territory,1914/01/01,Australia
Arboretum Noý Dvůr,Nový Dvůr,1958/01/01,Czech Republic
Arboretum Bumvina,Hrubá Skála,1800/01/01,Czech Republic
Kauaca Arboretum,Yalova,1980/01/01,Turkey
Arboretum (Zielonkc),Puszcza Zielonka Landscape Park,1978/01/01,Poland
