col0,col1,col2,col3,col4
The New School,Parsons The New School for Design,1919-01-01,United States of America,The New School University Center
"University of Maryland, Baltimore County","UMBC College of Arts, Humanities and Social Sciences",1966-01-01,United States of America,The Baseball Factory Field at UMBC
Drexel University,"Office of Research, Drexel University",1891-01-01,United States of America,Centennial National Bank
Syracuse University,Maxwell School of Citizenship and Public Affairs,1870-01-01,United States of America,Carmelo K. Anthony Basketball Center
University of Colorado Boulder,JILA,1876-01-01,United States of America,Folsom Field
Clemson University,"College of Health, Education, and Human Development, Clemson University",1889-01-01,United States of America,"Memorial Stadium, Clemson"
Dartmouth College,"Department of Biological Sciences, Dartmouth College",1769-12-24,United States of America,Dartmouth Jack-O-Lantern
Cornell University,Cornell Law School,1865-01-01,United States of America,arXiv
University of Southampton,Web Science Institute,1862-01-01,United Kingdom,South Stoneham House
Carnegie Mellon University,Carnegie Mellon University in Qatar,1900-01-01,United States of America,Death Risk Rankings
American University,American University Museum,1893-01-01,United States of America,WAMU
University of Pittsburgh,University of Pittsburgh School of Medicine,1787-01-01,United States of America,Petersen Events Center
University of Cincinnati,"Department of Sociology, McMicken College of Arts and Sciences",1819-01-01,United States of America,Nippert Stadium
University of Pennsylvania,University of Pennsylvania Museum of Archaeology and Anthropology,1740-01-01,United States of America,University of Pennsylvania Museum of Archaeology and Anthropology
Brown University,Alpert Medical School,1765-01-01,United States of America,Brown Stadium
National Taiwan University,"Yen Tjing Ling Industrial Research Institute, National Taiwan University",1928-01-01,Taiwan,PTT Bulletin Board System
Princeton University,Princeton University Art Museum,1746-01-01,United States of America,Princeton University Library
University of Tokyo,Graduate School of Mathematical Sciences,1877-04-12,Japan,Yasuda Auditorium
University of Southern California,Center for Quantum Information Science & Technology,1880-10-06,United States of America,Galen Center
University of Chicago,University of Chicago Press,1890-01-01,United States of America,University of Chicago Press
