col0,col1,col2
Mango,clothing,Palau-solità i Plegamans
Zara,clothing,A Coruña
"Quiksilver, Inc.",clothing,Huntington Beach
Primark,clothing,Dublin
H&M,clothing,Stockholm
UNIQLO,clothing,Tokyo
Prada,clothing,Milan
Arçelik,home appliance,Istanbul
Lacoste,clothing,Paris
Sainsbury's,hypermarket,London
Caffè Nero,coffee,London
Waterstones,book,London
7 for all Mankind,jeans,Los Angeles
Forever 21,clothing,Los Angeles
Levi Strauss & Co.,clothing,San Francisco
Chase Bank,financial services,New York City
DKNY,clothing,New York City
Brooks Brothers,clothing,New York City
